Words,Sadness,Anxiety,Anger,Disgust,Trust,Surprise,Joy
事務,0,0,1.0309,0.8745,0.2069,1.0309,0
事実,0.0769,0.0769,0.2438,0.0769,0.4615,0.9942,0
事業,0,0.8443,1.175,0,0.0909,0.0909,0
些細な,0.4,0,0.8617,0.2113,0.4,0.0667,0.0667
亡くした,3.6464,0,0,0,0,0.0667,0
亡くなって,3.5796,0,0,0.0834,0.0263,0.5526,0
亡くなら,2.1133,0,0.0833,0,0.0833,0.2642,0
交換,0.4286,0.0714,0.0714,0.0714,0.9232,0.0714,0.2264
人々,0.4615,0.2438,0.7144,0.2438,0.2438,0,0
人事,0.3152,0.7292,0.5122,0.4108,0.0244,1.2072,0
人物,0.0476,0,0.1509,1.8778,0.4423,0.2857,0
今度,0.0833,0.2642,0.0833,0.5,0.2642,0.5,0
付き合って,1.0811,0.0991,0.6562,0,0.6562,0.4039,0.0312
仲良く,0.1585,0.05,0.1585,1.05,0.3,0.1585,0.3
任せて,0,0,0,0,4.0875,0,0
企業,0.3,0.05,0.8422,0.6462,0.1585,0.3,0
会い,0.8865,0,0,0.1668,0.4888,0.1668,0.6803
会う,0.1981,0,0.1981,0.375,0.5805,0.0625,0.5805
会え,2.9537,0.0417,0,0,0.0417,0.1321,0.25
会えた,0,0,0,0,0.4615,0.4615,1.6154
会議,0,0.4286,1.2032,0.2264,0.4286,0,0
伝わら,1.4037,0,1.0771,0.0833,0,0,0
低下,0.2882,0.8443,0,0.2882,0.2882,0.0909,0
住む,0.2438,0.2438,0.2438,0.2438,0,0.7144,0.0769
住宅,0,1.2032,0.0714,0.0714,0.4286,0.2264,0.0714
住民,0,0.5,0.774,1.0771,0,0,0
体験,0.0769,0.0769,0,0.0769,0.4615,0.4615,0.7144
何でも,0.0588,0,0.0588,0,3.2174,0.0588,0
何故,0,0,1.9091,0.0909,0.2882,0.0909,0
何気ない,0,0,0.0667,0,0.4,0,2.629
余命,2.7179,0.0909,0,0,0,0.0909,0
作品,0.1865,0,0,0,0.3529,0.1865,2.035
作業,0.0323,0.1935,0.6774,0.1023,0.818,0.2996,0.5434
使う,0.1865,0.0588,0.9908,0.3529,0.3529,0.1865,0
使って,0.4787,0.037,0.344,0.2222,0.6239,0.6239,0.1174
使わ,0.0667,0,0.4,0.6192,0,0.6192,0.4
価値,0,0,0.2438,0.2438,0.7144,0.9942,0
価格,0.0909,0.2882,0.5455,0.0909,0,0.5455,0.0909
保護,0.1981,0.1981,0.0625,1.3125,0.0625,0.1981,0.0625
信じ,0,0.0625,0.375,0.375,0.8078,0.5805,0
信じて,0.3715,0.04,0.04,0,2.616,0.1268,0.04
信号,0.0455,0,2.9727,0.2727,0,0.1441,0
俳優,1.2032,0,0,0.0714,0,1.5,0
個人,0.0909,0,0.0909,1.175,0.8443,0,0
倒れた,1.6154,0.2438,0,0,0.2438,0.2438,0
倒産,0.0417,2.5,0.1321,0.0417,0.1321,0.25,0
値段,0.0909,0.2882,0.0909,0,0.0909,1.175,0.0909
健康で,0.2438,1.6154,0,0,0,0,0.7144
傷,1.6906,0.0667,0.8617,0.0667,0,0,0
働き,0.2264,1.5,0.2264,0.2264,0.0714,0,0
優しい,0.1378,0,0,0.1378,3.0821,0.1378,0
優しく,0.1509,0,0.2857,0.2857,2.3569,0,0
優先,0.1865,0,1.2353,0.9908,0.0588,0.0588,0
先行き,0,3.8074,0,0,0,0,0
入ら,0.516,0.516,1.1667,0.0556,0.0556,0.0556,0
入り,0.0833,0.5,0.0833,0.774,0.0833,0,0.2642
入れ,0.5455,0,0.8443,0.0909,0.0909,0,0.2882
入学,0.4038,1.2999,0.1378,0.0435,0.1378,0.5619,0
入社,0.4286,0.6634,0.0714,0.0714,0.4286,0,0.2264
入試,0.1865,1.7587,0.0588,0.0588,0,0.5463,0
全部,0.0769,0.2438,0.7144,0.0769,0.7144,0.0769,0
公共,0,0.1865,0.5463,1.4917,0.3529,0,0
公務,0.0556,0.516,0.9358,0.0556,0,0.9358,0
公園,0.0625,0,0.1981,0,0,0,3.0935
共に,0.2264,0,0.0714,0.0714,0.9232,0,0.9232
内定,0.0909,0.5455,1.175,0,0.0909,0.0909,0
再発,1.4037,1.4037,0,0,0,0,0
最も,0.5,0.0833,0.0833,0.5,0.2642,0.0833,0.0833
最後,0.2882,0,0.2882,0,0.8443,0.0909,0.2882
最終,0.774,0.0833,0.2642,0.0833,0.0833,0.0833,0.2642
凄く,0.0769,0.2438,0.2438,0.2438,0.2438,0.4615,0.0769
出かけて,0,0.5455,0.0909,0,0,0.0909,1.5313
出かける,0,0.4,0,0.0667,0.0667,0,2.3063
出し,0.05,0.1585,0.8422,0.4644,0.3,0.1585,0.1585
出して,0.5385,0.25,0.387,0.387,0.25,0.5385,0
出す,0,0,1.0771,0.5,0.0833,0,0.5
出世,0.0769,0.0769,0.2438,0.7144,0,0.9942,0
出会い,0.1057,0,0.0333,0.1057,0.7,1.4802,0.5615
出会った,0,0,0,0.7324,1.2999,0.913,0.0435
出勤,0,0.9942,0.2438,0.2438,0.0769,0.0769,0.2438
出品,0.2438,0.2438,0.0769,0,0.2438,0.4615,0.4615
出張,0,0.5,0.5,0,0,0.5,0.5
出掛けた,0,0.0833,0,0,0,0,3.2862
分,0.3,0.3,0.4644,0.1585,0.1585,0.8422,0
分かった,1.0566,0.0417,0.1321,0.387,0.25,0.7018,0
切れ,1.75,0.2642,0.2642,0,0,0.0833,0
判断,0.0833,0.0833,0.0833,0.5,0.774,0.2642,0
別れた,3.4215,0.0417,0.0417,0.0417,0,0.1321,0
利益,0.5455,0.0909,0.2882,0.5455,0,0.0909,0.0909
前日,0.4615,1.2957,0,0,0.0769,0.0769,0.2438
努力,0.4888,0,0.4888,0.1668,0.8865,0.1668,0.0526
励まして,0,0,0,0,4.1832,0.0476,0
動,0.0588,0,0.1865,0,0.9908,0.3529,0.7603
勤めて,0.1981,0.375,0.1981,0.0625,0.375,0.8078,0
勤務,0.4039,0.9343,0.1875,0.7925,0.0991,0.1875,0.0991
匂い,0,0,0,3.7004,0,0,0
北朝鮮,0,0.6155,0.0476,0.6155,0.0476,1.4237,0
医,0,0,0.2438,0,2.6611,0.0769,0
半年,0.0625,0.5805,0.0625,0.1981,0.0625,0.8078,0.1981
協力,0,0,0.5526,0.2444,3.0924,0.0263,0.0263
単身,0.9232,0.9232,0,0,0.0714,0.4286,0
印象,0.0435,0.1378,0.5619,0.2609,0.2609,1.1026,0.0435
卵,0.8443,0,0.2882,0.0909,0.2882,0.2882,0
原発,0.0833,0.5,0.2642,0.2642,0.0833,0.5,0
去年,0.4615,0.2438,0.0769,0,0,0.4615,0.7144
友だち,0.9908,0,0.0588,0.0588,0.1865,0.0588,0.9908
友情,0,0,0.0833,0.0833,2.4914,0,0.0833
反抗,0.8021,0,1.6473,0.4423,0,0.0476,0
反省,0,0.0909,0.5455,0.5455,0.5455,0.0909,0
叔父,2.2998,0,0.2438,0.0769,0.0769,0,0
取って,0.1761,0,0.3333,0.3333,0.3333,0.718,0.1761
取り,0.1174,0.4787,0.9392,0.6239,0.344,0.037,0.037
取る,0.0833,0.0833,0.774,0.2642,0,0.2642,0.2642
取れ,0.6462,0.4644,1.4949,0.05,0,0,0.05
取引,0.2438,0,0.2438,0.2438,0.9942,0.2438,0
受かった,0.2113,0.0667,0,0,0.2113,1.9932,0.0667
受け,0.0667,0.8617,0.0667,0.4,0.2113,0.2113,0.0667
可愛い,0.4615,0,0,0,0,0.7144,1.2957
可愛がって,2.7179,0,0,0,0.2882,0,0
可能,0,1.75,0,0.5,0.0833,0.0833,0
合い,0.04,0.04,0.3715,0.24,1.9798,0,0.24
合う,0,0.24,0,0.04,1.3838,0.04,1.3838
合った,0,0.0714,0.2264,0.0714,1.8114,0,0.2264
合って,0.0667,0.0667,0.2113,0.2113,0.8617,0.0667,0.4
同居,0.344,0.6239,1.2813,0.2222,0.037,0.1174,0.037
同期,0.1865,0,0,0.1865,0.9908,0.3529,0.5463
名前,0.0556,0.3333,0.0556,0.0556,0.1761,1.4089,0.1761
吸う,0,0,0.5455,1.9091,0,0.0909,0
告白,0.2113,0.0667,0.0667,0.4,0.0667,1.1229,0.0667
味方,0,0,0,0,3.4158,0,0.0769
命,1.4037,0,0.5,0,0.0833,0.0833,0.0833
品質,0,0.0909,0.5455,0.0909,0.8443,0.2882,0
喜んで,0.6634,0,0,0,0.6634,0.0714,0.9232
喫煙,0,0,0.8077,3.1583,0,0,0
営業,0.0833,0.2642,0.0833,0.2642,0.2642,0.2642,0.2642
噂,0.0714,0.0714,0.2264,2.1355,0,0,0.0714
噴火,0,0.0588,0,0,0,3.847,0
器,0.2642,0.2642,0.2642,0.2642,0.0833,0.5,0
回,1,0.0476,0.2857,0,0.1509,0.4423,0.4423
団らん,0,0,0,0,0.375,0,3.0935
団欒,0,0,0,0,0.0769,0,3.4158
困った,0,0,0,0,4.7944,0.0323,0
困って,0.0455,0.0455,0.2727,0.0455,2.9727,0,0
地,0.0556,0.3333,0.718,0.1761,0.9358,0.0556,0
地元,0.2264,0.0714,0.4286,0,0.2264,0.6634,0.2264
地域,0.0417,0.7018,0.25,0.1321,0.1321,0.7018,0.387
地方,0.2264,0.0714,0.4286,0,0.2264,0.4286,0.4286
場面,0,0.0769,0.0769,0.4615,0.7144,0.2438,0.2438
増した,0.0909,0,0,0,3.1449,0,0
壁,0.2642,0.0833,0.2642,0.774,0,0.2642,0.0833
士,0,0,0.0909,0.2882,1.175,0.5455,0
売って,0.2882,0,0.0909,0.5455,0,0.5455,0.2882
変な,0.0435,0.2609,0.2609,1.9307,0.0435,0.1378,0.0435
変わった,0.0588,1.4917,0.0588,0.0588,0.1865,0.5463,0
変わって,0.1509,0,0.4423,0.4423,0.1509,1.2076,0.0476
変わら,0,0,0.2609,0.0435,3.3245,0.0435,0
変更,0,0.6634,0.6634,0.0714,0.0714,0.4286,0.0714
夏,0.0161,0.2717,0.1498,0.3387,0.0161,1.0548,2.0935
外れた,2.9115,0,0.5463,0,0,0,0
多くて,0.0588,1.2353,0.7603,0,0,0.3529,0.0588
夜中,0.0303,0.7685,1.0483,0.1818,0.0961,0.5104,0.1818
大事に,2.9604,0,0.0667,0,0.0667,0.0667,0
大切な,1.9037,0,0.8077,0,0.3572,0.0385,0.0385
大声,0.0667,0,1.1229,1.6906,0,0,0
大変,0.2882,0.2882,0,0.0909,0.2882,0.2882,0.2882
大変な,0.2438,0,0.0769,0.0769,1.6154,0.0769,0.0769
大好きだった,3.0387,0.0556,0.0556,0.0556,0,0.0556,0
大杉,2.471,0,0,0,0,0.6634,0
大統領,0.0909,0,0,1.175,0.0909,0.8443,0
大谷,0.0303,0,0,0,0.0961,4.5038,0
大雨,1.1785,0.8237,0.0238,0,0.1429,1.4286,0
大雪,0,0.0714,0.0714,0,0,2.471,0.2264
天候,0,1.175,0.8443,0,0,0.2882,0
太った,1.6906,0,0,0.4,0,0.6192,0
失恋,4.4469,0.0312,0,0.0312,0.0312,0,0
失業,0.2727,2.2498,0.1441,0.2727,0,0.0455,0
奥さん,0.3,0.05,0.1585,0.3,1.05,0.4644,0
女子,0.1023,0,0.1935,0.5434,0.0323,0.9644,1.1159
姉妹,0,0,0.0667,0.0667,1.4,0.2113,0.6192
始めて,0,0.8443,0,0,0.5455,0.0909,0.5455
姑,0,0.0588,1.7587,0.7603,0.0588,0,0.0588
姿勢,0,0,0.2113,1.4,0.8617,0.0667,0
婚約,0.0833,0.0833,0.2642,0.2642,0.2642,0.2642,0.2642
嫌,0.2882,0,0.5455,0.8443,0.0909,0.0909,0
嫌い,0,0,0.1981,2.7753,0,0.0625,0.0625
嫌味,0.0667,0,1.1229,1.6906,0,0,0
嬉しい,0,0,0,0,1.9507,0.2438,0.4615
子育て,0.0189,1.5494,0.0598,0.0598,0.6527,0.2439,1.032
学年,0.0909,0,0.0909,0.0909,0.2882,1.5313,0
守る,0,0,0.0833,0,2.8829,0.0833,0
安い,0.1509,0.0476,0.4423,0.2857,0.1509,1.2076,0.0476
安く,0.9942,0.0769,0,0.0769,0,0.4615,0.4615
官僚,0.0455,0,1.7925,1.1527,0.0455,0.0455,0
実は,0.8078,0,0.0625,0,0,2.1621,0
実感,0.0588,0,0.0588,0.0588,1.4917,0.1865,0.5463
室,0,0.2113,0.6192,0.6192,0.6192,0,0.0667
家内,0.0588,0.0588,0,0.0588,2.035,0.1865,0.1865
寝て,0.037,0.1174,0.7778,0.1174,0.1174,0.9392,0.4787
寝る,0,0,0.1585,0.05,0.3,0.05,2.4748
尊敬,0.0909,0,0,0.2882,1.5313,0.2882,0
小,0.0833,0,0.774,0.5,0.2642,0.2642,0
小さい,0.3158,0.0526,0,0.0526,0.4888,0.4888,0.8865
小学校,0.6774,0.2996,0.2996,0.2996,0.2996,0.5434,0.1023
少なかった,1.0771,0.774,0.0833,0,0,0.2642,0
就活,0.0769,2.6611,0,0,0,0.0769,0.0769
局,0.1585,0.05,0.6462,0.8422,0.1585,0.3,0.05
居る,0,0,0.2113,0.2113,0.0667,0.0667,1.9932
届いた,0.1585,0,0.6462,0,1.05,0.6462,0.05
山,0.3529,0.1865,0.1865,0,0,0.9908,0.5463
工事,0,0,2.4914,0.0833,0,0.2642,0
巨人,0.2857,0.0476,0.4423,0.8021,0,0.4423,0.2857
差,0.375,0.0625,0.1981,0.375,0,1.3125,0
差別,0.4888,0,0.3158,1.8208,0,0.0526,0.0526
巻き,0.2264,0.2264,2.1355,0,0,0.0714,0
市,0.2882,0.0909,0.5455,0.0909,0,0.8443,0
常識,0.1585,0,0.1585,0.4644,0.3,1.4949,0
平,0,0,0,0,0.0417,4.3939,0
年上,0.0714,0.0714,0,0.0714,0.0714,2.471,0
年下,0,0,0.5805,0.375,0,1.585,0.0625
年寄り,0.0714,0,1.5,0.6634,0.2264,0,0
年度,0.2642,2.1133,0,0,0.0833,0.0833,0
年間,0.5805,0.1981,0.0625,0.0625,0.1981,0.375,0.375
幼い,0.2882,0.2882,0.2882,0,0.2882,0.2882,0.0909
幼児,0.2882,0,1.175,0.8443,0,0,0
床,1.2957,0,0.0769,0.7144,0,0.2438,0
店長,0.0833,0,0.774,0.5,0.5,0.0833,0
座った,0,0,0,4,0,0,0
座って,0,0,0.2438,1.9507,0.0769,0.2438,0
庭,0.05,0.05,0.05,0.6462,0,0.6462,1.05
弁当,0.2642,0,0.774,0.5,0.2642,0.0833,0
引退,0.7603,0,0,0,0,2.6121,0
当たって,0,0,0.0909,0.2882,0,1.9091,0.0909
当たり,0,0.0909,0.0909,0.2882,0.0909,0.5455,0.5455
当たる,0,0.0909,0,0.2882,0.0909,1.5313,0.0909
当て,0,0.0625,3.4185,0,0.0625,0,0
当日,0.5805,0.5805,0.1981,0,0.0625,0.5805,0.0625
彼,0.6653,0.061,0.4038,0.1786,0.8539,0.5749,0.4877
待ち合わせ,0.0714,0.0714,0.4286,0.6634,0.9232,0,0
復帰,0.4038,0.913,0.1378,0.1378,0.1378,0.4038,0.1378
必ず,0,0,0,0.4286,2.1355,0.2264,0
必要な,0.0909,0.5455,0.0909,0,1.5313,0,0
志望,0.8443,0.8443,0,0,0,0.5455,0
忘れ,0.3572,0.3572,0.8077,0.0385,0.3572,0.1219,0.3572
忘れた,0.6155,1,0.0476,0.1509,0,0.2857,0.2857
忘年,0.0556,0,0.0556,0.3333,0.0556,0.0556,2.1908
怒って,0,0,3.3757,0.1509,0,0.1509,0
怖い,0,1.6154,0.0769,0.2438,0.2438,0.0769,0
思いやり,0,0.2438,0.4615,0.2438,0.9942,0.0769,0
思い出,0.4644,0.05,0,0.1585,0.05,0,2.2203
思い出さ,0.0833,0.0833,0.0833,0.0833,0.774,0.0833,0.5
思い出す,0.2642,0.2642,0.5,1.0771,0,0,0
思い出せ,0,0.375,0.1981,0.1981,0.8078,0.1981,0.1981
思い浮かば,0.0588,0,0.0588,0.5463,0.9908,0.3529,0.1865
思い浮かび,0,0.2642,0.2642,0.774,0.2642,0.2642,0
思い通りに,0.2642,0.0833,0.774,0.2642,0,0.0833,0.2642
思ったら,0.2438,0.0769,0.2438,0.0769,0.2438,0.9942,0
急死,2.035,0,0,0,0,1.2353,0
急逝,3.4158,0,0,0,0.0769,0,0
性格,0,0.0526,0.1668,1.8208,0.3158,0.3158,0
悩んで,0,0.0588,0,0,3.2174,0.0588,0.0588
情勢,0.0769,1.9507,0.2438,0.0769,0,0.0769,0
想像,0.0526,0.3158,0.0526,0.0526,0.3158,1.1053,0.3158
意外,0,0,0,0,0.0909,2.3054,0.2882
意外な,0,0,0,0,0.0526,4.0244,0
愛情,0,0,0,0,4.0244,0.0526,0
感覚,0,0.0667,0.6192,0.0667,0.4,0.2113,0.6192
感謝,0.0526,0,0,0.0526,3.4421,0,0.0526
成績,0.1395,1.1511,0.0737,0.0233,0.0737,1.7782,0.216
我が家,0,0.0909,0.5455,0,0.5455,0.2882,0.2882
戦,0.2642,0.2642,0.0833,0.0833,0.2642,0.0833,0.5
戦争,0.0526,1.5735,0.6803,0.4888,0,0,0
手伝い,0.1981,0,0,0,1.3125,0.5805,0.375
手紙,0.2438,0,0.2438,0.0769,1.2957,0.2438,0
投げ,0.0909,0,0.0909,2.3054,0.0909,0,0
投資,0.0833,0.774,0.0833,0.0833,0,0.0833,0.774
抱いて,0,0.0476,0.0476,2.1145,0.8021,0,0.0476
抱き,0,0.0625,0,3.0935,0.1981,0,0
抱く,0,0.037,0,3.2536,0.6239,0,0
押し付け,0,0,2.8829,0.2642,0,0,0
担任,0.2609,0.1378,0.4038,0.4038,1.1026,0.1378,0
持た,0.0833,0.2642,0.5,0.5,0.0833,0.2642,0
持ち,0,0.8443,0.0909,0.5455,0.2882,0.0909,0
持病,0.0667,2.629,0.0667,0,0.0667,0,0.0667
指導,0.0435,0.0435,0.0435,1.1026,1.7145,0.0435,0
指摘,0.0769,0.4615,0.9942,0.2438,0,0.2438,0
振ら,2.4748,0.05,0.8422,0,0,0,0
振り,0,0.1981,1.8686,0.8078,0,0,0
授業,0.1761,0.1761,0.718,0.516,0.0556,0.0556,0.3333
採用,0.5455,1.9091,0,0,0.0909,0,0
探して,0.4286,0.0714,0.0714,0,0.6634,0.0714,0.6634
提出,0.0769,1.6154,0.4615,0.0769,0.0769,0,0
支えて,0,0,0,0,4.7004,0,0
支払い,0.2438,1.6154,0.4615,0,0,0.0769,0
支給,0,2.2998,0.0769,0,0.0769,0.0769,0.0769
改めて,0.0769,0,0,0,1.9507,0.4615,0.0769
改善,0,0,1.4037,0.2642,0.0833,0.0833,0.2642
放棄,0.2882,0,1.175,0.5455,0.0909,0,0
放置,0.0769,0.0769,0.7144,0.9942,0.0769,0.0769,0
教師,0,0,1.0771,1.4037,0.0833,0,0
教育,0.4,0.6192,0.2113,0.2113,0.4,0.0667,0
新しく,0.0556,0.3333,0.1761,0.1761,0.1761,0,1.4089
新婚,0,0.0625,0,0,0,0,3.75
新潟,0,0.0833,0.2642,1.0771,0,0.774,0
新車,0,0,0.5,0,0.0833,0,2.1133
旅,0.0588,0.1865,0,0,0.1865,0.0588,2.3197
日常,0.0906,0.6,0.0906,0.2654,0.1714,0.0906,1.7143
早,0.0909,0,0.0909,0,0,2.3054,0.0909
早い,0,0,0.2642,0,0.2642,2.1133,0
映像,0.5463,0,0.0588,0.5463,0,0.3529,0.7603
春,0.6016,0,0.0357,0.4616,0,0.4616,1.4084
昨年,1.2032,0.0714,0.2264,0,0,0.6634,0.0714
昨日,0.3529,0,0.1865,0.1865,0.0588,1.2353,0.1865
昼,0.0769,0,0.0769,0,0.0769,0.2438,1.9507
時期,0.8422,0.8422,0,0.3,0.1585,0.1585,0.05
普通に,0.0667,0,0.0667,0.0667,0.6192,0.2113,1.1229
暑,0.1,0.2807,0.5766,0.8249,0,2.2671,0
暑い,0.3006,0.4884,0.6953,0.8045,0.0233,0.6953,0.0737
暮らし,0.6364,1.4999,0.1818,0.1818,0.0961,0.0961,0.1818
暮らして,1.585,0.375,0.0625,0,0.0625,0.1981,0.0625
暮らす,0.5455,0.2882,0.0909,0.2882,0.0909,0,0.2882
暴力,0.1321,0.0417,1.6431,1.0566,0,0.1321,0
曲,0.0909,0,0,0.0909,0.2882,0,1.9091
更新,0.7144,0.4615,0.4615,0,0,0.2438,0.0769
書いた,0.0909,0,0,0.2882,0.2882,1.175,0.0909
書類,0.0714,0.6634,0.6634,0.2264,0.2264,0.0714,0
替え,0.2438,0.7144,0,0.4615,0,0.2438,0.2438
期,0.9057,0.75,0.75,0.1132,0.0357,0.2143,0
期間,0,2.1133,0,0,0.5,0.0833,0
東,0.4787,1.8332,0.037,0,0.037,0.7778,0
校,0.2642,0.5,0.0833,0.0833,0.0833,0.5,0.0833
株,0.8422,0.6462,0.05,0.05,0,0.3,0.4644
案件,0,0.8443,0,0,1.5313,0.0909,0
梗塞,1.1229,1.1229,0,0,0,0.4,0
森,0,0,1.175,0.5455,0,0.2882,0.0909
楽し,0,0,0.0476,0,0,0.2857,3.3757
楽しみ,0,0.1761,0,0.0556,0,0,3.3333
様子,0.25,0.0417,0.1321,1.0566,0.5385,0.25,0.1321
機会,0.0909,0.0909,0,0.2882,0.5455,0,0.8443
次官,0,0,0.6192,1.1229,0,0.8617,0
次男,0.0769,0.2438,0.0769,0,0.2438,1.2957,0.0769
欲しかった,1.9307,0,0.1378,0,0,0.5619,0.4038
歌,1.268,0,0,0.05,0,0.3,1.268
死に,1.175,0.0909,0.0909,0.0909,0.0909,0.2882,0
死ぬ,0.9358,0.718,0.0556,0,0.0556,0.3333,0.1761
死別,4.4581,0,0,0,0,0,0.04
残業,0.5875,0.0455,1.5725,0.2727,0.1441,0,0.0455
残高,0,2.2998,0.0769,0,0,0.2438,0.0769
殺人,0.1981,0.1981,0.5805,0.5805,0,0.5805,0
母さん,1.2032,0,0.0714,0.0714,0.9232,0,0.0714
毎回,0.0833,0,0.5,1.4037,0.0833,0.0833,0
毎年,0.1981,0.8078,0.0625,0.0625,0.0625,0.0625,0.8078
毛,0.2642,0.0833,0.0833,0.774,0,0.774,0
気づいた,0.0588,0.1865,0.3529,0.3529,0.3529,0.3529,0.1865
気温,0,0.1875,0,0.0312,0.0312,4.0562,0
気象,0,1.3125,0.1981,0.1981,0,0.8078,0
水害,1.6906,0.0667,0.0667,0,0,0.8617,0
水道,0.0714,0.6634,0.9232,0.0714,0.2264,0.0714,0
汗,0,0,0.0588,2.9115,0.0588,0,0.1865
決まった,0.1668,0.4888,0.0526,0.0526,0.0526,0.6803,0.6803
決まって,0.2882,1.5313,0.2882,0,0,0,0.0909
決め,0.1761,0.718,1.1667,0,0.0556,0.0556,0.1761
決勝,0,0,0,0,0,1.5313,1.175
沖縄,0,0,0.2264,0,0,0.2264,2.471
沢山,0.05,0.05,0.6462,0.05,0.05,0.6462,0.8422
法,0.0769,0.7144,0.4615,0.0769,0.7144,0,0
法案,0,0.0833,2.1133,0.0833,0.0833,0.0833,0
泣いて,0.9232,0.4286,0,0.2264,0.4286,0,0.0714
泥棒,0.1761,0.3333,2.1908,0.1761,0,0,0
注文,0.4813,0.1714,1.5628,0.0286,0.1714,0.3693,0.1714
洋服,0.5455,0,0.2882,0,0,0.5455,0.5455
洗濯,0.2642,0,0.0833,0.5,0.0833,1.0771,0
洪水,0.6192,0.6192,0.0667,0.0667,0,0.8617,0
派遣,0.1219,0.6479,0.4971,0.8077,0.4971,0,0.0385
流産,2.7753,0.0625,0,0,0.0625,0.1981,0
海,0.4423,0,0,0.0476,0,0.2857,2.3569
減って,0.3203,2.2552,0.1093,0.0345,0.1093,0.3203,0
演奏,0,0,0,0,0.5455,0.0909,1.9091
漠然と,0,4.4581,0,0,0.04,0,0
漫画,0.4286,0,0.0714,0,0,0.0714,2.1355
激しい,0,0.2882,0.2882,1.5313,0.0909,0,0
火事,0.6634,0.2264,0.2264,0.0714,0,0.9232,0
点,0.387,0.5385,0.1321,0,0.1321,1.6431,0
為,0.6176,0.7459,0.0932,0.8793,0.3801,0.0932,0.0294
無,0,0,1.4,0.2113,0.0667,0.8617,0
無かった,0.0714,0.2264,0.6634,0.2264,0.0714,0.6634,0
無事,0,1.5313,0,0,0.2882,0.2882,0.0909
無理,0.0909,0.2882,1.175,0.2882,0.0909,0,0
無理な,0,0,1.7587,0.5463,0.5463,0,0
無職,0.3158,2.605,0,0.1668,0.0526,0,0
煙草,0,0,0.4286,2.8168,0,0,0
熱中,0.0312,1.875,0.2902,0.0312,0.0312,1.0811,0
父さん,1.4037,0.0833,0.0833,0.2642,0.0833,0.0833,0
片付け,0,0.0714,2.1355,0.2264,0,0.2264,0
物事,0.0714,0,0.4286,0.6634,0.2264,0.2264,0.2264
独身,0.2642,0.774,0,0,0,0.5,0.5
猛暑,0.027,0.5676,0.3493,0.5676,0,1.9159,0
玄関,0.2438,0.2438,0.2438,0.2438,0,0.9942,0
現場,0.1668,0.1668,0.6803,0.6803,0.3158,0.1668,0
理不尽,0,0,4.2479,0,0,0,0
理不尽に,0.0625,0,3.0935,0.1981,0,0,0
生まれた,0.0625,0,0,0,0.8078,0.5805,1.0528
生まれて,0.0714,1.5,0,0.0714,0.0714,0.4286,0.0714
生理,0.0625,0.0625,0.0625,3.0935,0,0,0
産まれた,0.4615,0,0.0769,0,0.0769,0.9942,0.4615
用事,0.0909,0.0909,0.5455,0.0909,0.2882,0.0909,0.2882
留学,0.0909,0,0,0.0909,0.0909,0.8443,0.8443
異常,0,1.1527,0.4222,0.2727,0.0455,0.7656,0
異性,0,0.1981,0.0625,1.585,0,0.0625,0.5805
疑い,0.0833,0.774,1.0771,0.0833,0,0.0833,0
疾患,0.0769,1.2957,0.2438,0,0.0769,0.2438,0.0769
痛み,0.1378,2.8435,0.0435,0,0.0435,0.2609,0
痴漢,0,0,0.1174,4.3523,0,0,0
発生,0.0833,1.0771,0.2642,0.774,0,0,0
発覚,0.375,0.5805,0.8078,0.0625,0,0.375,0
登山,0.0667,0.2113,0,0,0.0667,0.0667,2.3063
登校,0.5463,0.9908,0,0.0588,0.0588,0.3529,0.1865
皆,0.2996,0,0.2996,0.1935,0.5434,0.2996,1.1159
盗ま,0.05,0,3.27,0.05,0.05,0.05,0
監督,0.4,0,0,0.0667,0.6192,1.1229,0.0667
目の前,0.0385,0.2308,0.2308,0.8077,0,1.7079,0
目撃,0.5805,0,0.1981,1.8686,0,0.0625,0
目標,0,0.0909,0,0,1.9091,0.0909,0.2882
目線,0.0909,0,0.2882,2.3054,0,0,0
直前,0.7144,0.9942,0.2438,0,0,0.2438,0
相続,0.2857,0.4423,0.8021,1,0.0476,0,0
省,0,0,1.268,1.9717,0,0.05,0
県,0,0.5805,0,0.1981,0,0.8078,0.8078
睡眠,0.0769,0.4615,0.4615,0.0769,0,0,0.9942
瞬間,0.0667,0.0667,0.0667,0.6192,0.2113,0.2113,0.6192
知事,0.0667,0.0667,0.2113,1.4,0,0.6192,0
祖父母,2.9604,0.0667,0.0667,0,0,0.0667,0
祝い,0,0,0.0769,0.2438,0.0769,0.4615,1.2957
祭,0,0,0,0,0.2642,0.2642,2.1133
稼いで,0,0.8443,0.0909,0.2882,0,0.5455,0.0909
空気,0,0,0.2882,2.7179,0,0,0
突然の,0.9754,0.0385,0.2308,0.0385,0,1.9037,0
立つ,0,0.0833,2.1133,0.0833,0.0833,0,0.0833
立って,0,0.2438,0.2438,0.9942,0.0769,0.0769,0.2438
立てて,0,0.2642,0.2642,0,0.0833,0.5,0.774
立場,0.1761,0.3333,0.516,0.718,0.3333,0,0.0556
笑って,0.0417,0.0417,0.25,0.387,0.0417,0,2.279
簡単に,0.2438,0,0.9942,0,0.0769,0.9942,0
紀,0,0,0,0,0,4,0
紹介,0.0833,0.2642,0.2642,0,0.5,0.2642,0.2642
終わった,0.8443,0.2882,0.2882,0,0,0,0.5455
